Rv_ID	gene_name	Description	Expt	log2FC	q-val	q_val_D	UK_score_4
Rv1955	higB	Possible toxin HigB	xu_van_16_vs_xu_van_0	0.06	1	1	3
Rv1956	higA	Possible antitoxin HigA	xu_van_16_vs_xu_van_0	-0.08	1	1	0
Rv1957	-	Hypothetical protein	xu_van_16_vs_xu_van_0	0.3	1	1	4
Rv1958c	-	Hypothetical protein	xu_van_16_vs_xu_van_0	0.06	1	1	4
Rv1959c	parE1	Possible toxin ParE1	xu_van_16_vs_xu_van_0	-0.01	1	1	3
Rv1960c	parD1	Possible antitoxin ParD1	xu_van_16_vs_xu_van_0	0	1	1	2
Rv1961	-	Hypothetical protein	xu_van_16_vs_xu_van_0	0.04	1	1	4
Rv1962A	vapB35	Possible antitoxin VapB35	xu_van_16_vs_xu_van_0	0.29	1	1	
Rv1962c	vapC35	Possible toxin VapC35 Contains PIN domain	xu_van_16_vs_xu_van_0	-0.2	1	1	3
Rv1963c	mce3R	Probable transcriptional repressor (probably TetR-family) Mce3R	xu_van_16_vs_xu_van_0	0.15	1	1	0
Rv1964	yrbE3A	Conserved hypothetical integral membrane protein YrbE3A	xu_van_16_vs_xu_van_0	0.03	1	1	1
Rv1965	yrbE3B	Conserved hypothetical integral membrane protein YrbE3B	xu_van_16_vs_xu_van_0	0	1	1	1
Rv1966	mce3A	Mce-family protein Mce3A	xu_van_16_vs_xu_van_0	0.1	1	1	1
Rv1967	mce3B	Mce-family protein Mce3B	xu_van_16_vs_xu_van_0	0.04	1	1	1
Rv1968	mce3C	Mce-family protein Mce3C	xu_van_16_vs_xu_van_0	0.11	1	1	1
Rv1969	mce3D	Mce-family protein Mce3D	xu_van_16_vs_xu_van_0	-0.2	1	1	1
Rv1970	lprM	Possible Mce-family lipoprotein LprM (Mce-family lipoprotein Mce3E)	xu_van_16_vs_xu_van_0	0.1	1	1	1
Rv1971	mce3F	Mce-family protein Mce3F	xu_van_16_vs_xu_van_0	-0.02	1	1	1
Rv1972	-	Probable conserved Mce associated membrane protein	xu_van_16_vs_xu_van_0	0.1	1	1	4
Rv1973	-	Possible conserved Mce associated membrane protein	xu_van_16_vs_xu_van_0	0	1	1	4
Rv1974	-	Probable conserved membrane protein	xu_van_16_vs_xu_van_0	0	1	1	4
Rv1975	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.07	1	1	4
Rv1976c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.04	1	1	4
Rv1977	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.15	1	1	2
Rv1978	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.05	1	1	3
Rv1979c	-	Possible conserved permease	xu_van_16_vs_xu_van_0	0.17	1	1	2
Rv1980c	mpt64	Immunogenic protein Mpt64 (antigen Mpt64/MPB64)	xu_van_16_vs_xu_van_0	0.04	1	1	2
Rv1981c	nrdF1	Ribonucleoside-diphosphate reductase (beta chain) NrdF1 (ribonucleotide reductase small subunit) (R2F protein)	xu_van_16_vs_xu_van_0	0.06	1	1	0
Rv1982A	vapB36	Possible antitoxin VapB36	xu_van_16_vs_xu_van_0	-0.02	1	1	
Rv1982c	vapC36	Possible toxin VapC36 Contains PIN domain	xu_van_16_vs_xu_van_0	-0.05	1	1	3
Rv1983	PE_PGRS35	PE-PGRS family protein PE_PGRS35	xu_van_16_vs_xu_van_0	0.02	1	1	2
Rv1984A	-		xu_van_16_vs_xu_van_0	0.02	1	1	
Rv1984c	cfp21	Probable cutinase precursor CFP21	xu_van_16_vs_xu_van_0	-0.21	1	1	1
Rv1985c	-	Probable transcriptional regulatory protein (probably LysR-family)	xu_van_16_vs_xu_van_0	-0.04	1	1	1
Rv1986	-	Probable conserved integral membrane protein	xu_van_16_vs_xu_van_0	-0.01	1	1	3
Rv1987	-	Possible chitinase	xu_van_16_vs_xu_van_0	0.16	1	1	2
Rv1988	erm(37)	Probable 23S rRNA methyltransferase Erm(37)	xu_van_16_vs_xu_van_0	0.01	1	1	0
Rv1989c	-	Hypothetical protein	xu_van_16_vs_xu_van_0	0.09	1	1	4
Rv1990A	-	Possible dehydrogenase (fragment)	xu_van_16_vs_xu_van_0	0.05	1	1	3
Rv1990c	-	Probable transcriptional regulatory protein	xu_van_16_vs_xu_van_0	0	1	1	1
Rv1991A	mazE6	Antitoxin MazE6	xu_van_16_vs_xu_van_0	0.2	1	1	
Rv1991c	mazF6	Toxin MazF6	xu_van_16_vs_xu_van_0	-0.01	1	1	1
Rv1992c	ctpG	Probable metal cation transporter P-type ATPase G CtpG	xu_van_16_vs_xu_van_0	-0.12	1	1	0
Rv1993c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.19	1	1	4
Rv1994c	cmtR	Metal sensor transcriptional regulator CmtR (ArsR-SmtB family)	xu_van_16_vs_xu_van_0	-0.01	1	1	0
Rv1995	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.01	1	1	4
Rv1996	-	Universal stress protein family protein	xu_van_16_vs_xu_van_0	-0.12	1	1	3
Rv1997	ctpF	Probable metal cation transporter P-type ATPase A CtpF	xu_van_16_vs_xu_van_0	0.08	1	1	0
Rv1998c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.07	1	1	3
Rv1999c	-	Probable conserved integral membrane protein	xu_van_16_vs_xu_van_0	0.06	1	1	2
Rv2000	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.06	1	1	4
Rv2001	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.02	1	1	3
Rv2002	fabG3	Possible 20-beta-hydroxysteroid dehydrogenase FabG3 (cortisone reductase) ((R)-20-hydroxysteroid dehydrogenase)	xu_van_16_vs_xu_van_0	0.18	1	1	1
Rv2003c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.03	1	1	4
Rv2004c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.23	1	1	4
Rv2005c	-	Universal stress protein family protein	xu_van_16_vs_xu_van_0	0.06	1	1	3
Rv2006	otsB1	Probable trehalose-6-phosphate phosphatase OtsB1 (trehalose-phosphatase) (TPP)	xu_van_16_vs_xu_van_0	0.16	1	1	1
Rv2007c	fdxA	Ferredoxin FdxA	xu_van_16_vs_xu_van_0	0.05	1	1	0
Rv2008c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.06	1	1	4
Rv2009	vapB15	Antitoxin VapB15	xu_van_16_vs_xu_van_0	0.12	1	1	2
Rv2010	vapC15	Toxin VapC15	xu_van_16_vs_xu_van_0	-0.25	1	1	3
Rv2011c	-	Conserved hypothetical protein, probable transcription repressor	xu_van_16_vs_xu_van_0	0.12	1	1	3
Rv2012	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.02	1	1	4
Rv2013	-	Transposase	xu_van_16_vs_xu_van_0	-0.55	1	1	1
Rv2014	-	Transposase	xu_van_16_vs_xu_van_0	0.05	1	1	1
Rv2015c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.06	1	1	4
Rv2016	-	Hypothetical protein	xu_van_16_vs_xu_van_0	0.1	1	1	4
Rv2017	-	Transcriptional regulatory protein	xu_van_16_vs_xu_van_0	0	1	1	1
Rv2018	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.11	1	1	4
Rv2019	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.07	1	1	4
Rv2020c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.01	1	1	4
Rv2021c	-	Transcriptional regulatory protein	xu_van_16_vs_xu_van_0	0.12	1	1	1
Rv2022c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.09	1	1	4
Rv2023A	-		xu_van_16_vs_xu_van_0	0.29	1	1	
Rv2023c	-	Hypothetical protein	xu_van_16_vs_xu_van_0	-0.23	1	1	4
Rv2024c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.01	1	1	4
Rv2025c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.15	1	1	2
Rv2026c	-	Universal stress protein family protein	xu_van_16_vs_xu_van_0	0.4	1	1	3
Rv2027c	dosT	Two component sensor histidine kinase DosT	xu_van_16_vs_xu_van_0	-0.06	1	1	0
Rv2028c	-	Universal stress protein family protein	xu_van_16_vs_xu_van_0	-0.13	1	1	3
Rv2029c	pfkB	6-phosphofructokinase PfkB (phosphohexokinase) (phosphofructokinase)	xu_van_16_vs_xu_van_0	-0.07	1	1	0
Rv2030c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.05	1	1	4
Rv2031c	hspX	Heat shock protein HspX (alpha-crystallin homolog) (14 kDa antigen) (HSP16.3)	xu_van_16_vs_xu_van_0	0.09	1	1	0
Rv2032	acg	Conserved protein Acg	xu_van_16_vs_xu_van_0	-0.16	1	1	2
Rv2033c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.07	1	1	4
Rv2034	-	ArsR repressor protein	xu_van_16_vs_xu_van_0	0.02	1	1	1
Rv2035	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.1	1	1	4
Rv2036	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.21	1	1	3
Rv2037c	-	Conserved transmembrane protein	xu_van_16_vs_xu_van_0	0.04	1	1	3
Rv2038c	-	Probable sugar-transport ATP-binding protein ABC transporter	xu_van_16_vs_xu_van_0	0.08	1	1	1
Rv2039c	-	Probable sugar-transport integral membrane protein ABC transporter	xu_van_16_vs_xu_van_0	0.18	1	1	1
Rv2040c	-	Probable sugar-transport integral membrane protein ABC transporter	xu_van_16_vs_xu_van_0	0.19	1	1	1
Rv2041c	-	Probable sugar-binding lipoprotein	xu_van_16_vs_xu_van_0	-0.01	1	1	1
Rv2042c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.12	1	1	4
Rv2043c	pncA	Pyrazinamidase/nicotinamidase PncA (PZase)	xu_van_16_vs_xu_van_0	0.19	1	1	0
Rv2044c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.09	1	1	4
Rv2045c	lipT	Carboxylesterase LipT	xu_van_16_vs_xu_van_0	0.09	1	1	1
Rv2046	lppI	Probable lipoprotein LppI	xu_van_16_vs_xu_van_0	-0.16	1	1	1
Rv2047c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.83	1	1	3
Rv2048c	pks12	Polyketide synthase Pks12	xu_van_16_vs_xu_van_0	1.08	0.14869	1	0
Rv2049c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.03	1	1	4
Rv2050	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.22	1	1	4
Rv2051c	ppm1	Polyprenol-monophosphomannose synthase Ppm1	xu_van_16_vs_xu_van_0	-2	0.00621	3	0
Rv2052c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.03	1	1	4
Rv2053c	fxsA	Probable transmembrane protein FxsA	xu_van_16_vs_xu_van_0	0.05	1	1	3
Rv2054	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.06	1	1	3
Rv2055c	rpsR2	30S ribosomal protein S18 RpsR2	xu_van_16_vs_xu_van_0	-0.45	1	1	0
Rv2056c	rpsN2	30S ribosomal protein S14 RpsN2	xu_van_16_vs_xu_van_0	-0.18	1	1	0
Rv2057c	rpmG1	50S ribosomal protein L33 RpmG1	xu_van_16_vs_xu_van_0	-0.07	1	1	0
Rv2058c	rpmB2	50S ribosomal protein L28 RpmB2	xu_van_16_vs_xu_van_0	-0.04	1	1	0
Rv2059	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.1	1	1	3
Rv2060	-	Possible conserved integral membrane protein	xu_van_16_vs_xu_van_0	-0.3	1	1	3
Rv2061c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.07	1	1	4
Rv2062c	cobN	Cobalamin biosynthesis protein CobN	xu_van_16_vs_xu_van_0	0.07	1	1	0
Rv2063	mazE7	Antitoxin MazE7	xu_van_16_vs_xu_van_0	0.23	1	1	2
Rv2063A	mazF7	Possible toxin MazF7	xu_van_16_vs_xu_van_0	-0.01	1	1	
Rv2064	cobG	Precorrin-3B synthase CobG	xu_van_16_vs_xu_van_0	-0.07	1	1	0
Rv2065	cobH	Precorrin-8X methylmutase CobH (aka precorrin isomerase)	xu_van_16_vs_xu_van_0	-0.05	1	1	0
Rv2066	cobI	Probable bifunctional protein, CobI-COBJ fusion protein: S-adenosyl-L-methionine-precorrin-2 methyl transferase + precorrin-3 methylase	xu_van_16_vs_xu_van_0	-0.01	1	1	0
Rv2067c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.1	1	1	4
Rv2068c	blaC	Class a beta-lactamase BlaC	xu_van_16_vs_xu_van_0	0.01	1	1	0
Rv2069	sigC	RNA polymerase sigma factor, ECF subfamily, SigC	xu_van_16_vs_xu_van_0	-0.02	1	1	0
Rv2070c	cobK	Precorrin-6X reductase CobK	xu_van_16_vs_xu_van_0	0.07	1	1	0
Rv2071c	cobM	Precorrin-3 methylase CobM (precorrin-4 C11-methyltransferase)	xu_van_16_vs_xu_van_0	0.02	1	1	0
Rv2072c	cobL	Precorrin-6Y C(5,15)-methyltransferase (decarboxylating) CobL	xu_van_16_vs_xu_van_0	-0.19	1	1	0
Rv2073c	-	Probable shortchain dehydrogenase	xu_van_16_vs_xu_van_0	-0.67	1	1	3
Rv2074	-	Possible pyridoxamine 5'-phosphate oxidase (PNP/PMP oxidase) (pyridoxinephosphate oxidase) (PNPOX) (pyridoxine 5'-phosphate oxidase)	xu_van_16_vs_xu_van_0	-0.46	1	1	3
Rv2075c	-	Possible hypothetical exported or envelope protein	xu_van_16_vs_xu_van_0	0	1	1	4
Rv2076c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.05	1	1	4
Rv2077A	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.2	1	1	3
Rv2077Bc	-		xu_van_16_vs_xu_van_0	-0.06	1	1	
Rv2077c	-	Possible conserved transmembrane protein	xu_van_16_vs_xu_van_0	0.07	1	1	4
Rv2078	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.19	1	1	4
Rv2079	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.04	1	1	4
Rv2080	lppJ	Lipoprotein LppJ	xu_van_16_vs_xu_van_0	0.12	1	1	2
Rv2081c	-	Conserved transmembrane protein	xu_van_16_vs_xu_van_0	-0.09	1	1	4
Rv2082	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.07	1	1	4
Rv2083	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.15	1	1	4
Rv2084	-	Hypothetical protein	xu_van_16_vs_xu_van_0	0.02	1	1	4
Rv2085	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.27	1	1	3
Rv2086	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.09	1	1	2
Rv2087	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.27	1	1	2
Rv2088	pknJ	Transmembrane serine/threonine-protein kinase J PknJ (protein kinase J) (STPK J)	xu_van_16_vs_xu_van_0	0.2	1	1	1
Rv2089c	pepE	Dipeptidase PepE	xu_van_16_vs_xu_van_0	0.06	1	1	0
Rv2090	-	Probable 5'-3' exonuclease	xu_van_16_vs_xu_van_0	-0.07	1	1	1
Rv2091c	-	Probable membrane protein	xu_van_16_vs_xu_van_0	-0.18	1	1	3
Rv2092c	helY	ATP-dependent DNA helicase HelY	xu_van_16_vs_xu_van_0	-0.12	1	1	0
Rv2093c	tatC	Sec-independent protein translocase transmembrane protein TatC	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2094c	tatA	Sec-independent protein translocase membrane-bound protein TatA	xu_van_16_vs_xu_van_0	-0.57	1	1	1
Rv2095c	pafC	Proteasome accessory factor C PafC	xu_van_16_vs_xu_van_0	-0.28	1	1	2
Rv2096c	pafB	Proteasome accessory factor B PafB	xu_van_16_vs_xu_van_0	-0.04	1	1	2
Rv2097c	pafA	Proteasome accessory factor a PafA	xu_van_16_vs_xu_van_0	0.31	1	1	2
Rv2098c	-		xu_van_16_vs_xu_van_0	-0.16	1	1	
Rv2099c	-		xu_van_16_vs_xu_van_0	0.05	1	1	
Rv2100	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.01	1	1	4
Rv2101	helZ	Probable helicase HelZ	xu_van_16_vs_xu_van_0	-0.04	1	1	0
Rv2102	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.09	1	1	4
Rv2103c	vapC37	Possible toxin VapC37 Contains PIN domain	xu_van_16_vs_xu_van_0	0.08	1	1	3
Rv2104c	vapB37	Possible antitoxin VapB37	xu_van_16_vs_xu_van_0	-0.45	1	1	3
Rv2105	-	Putative transposase for insertion sequence element IS6110 (fragment)	xu_van_16_vs_xu_van_0	0.08	1	1	1
Rv2106	-	Probable transposase	xu_van_16_vs_xu_van_0	0	1	1	1
Rv2107	PE22	PE family protein PE22	xu_van_16_vs_xu_van_0	0.05	1	1	2
Rv2108	PPE36	PPE family protein PPE36	xu_van_16_vs_xu_van_0	0.09	1	1	2
Rv2109c	prcA	Proteasome alpha subunit PrcA; assembles with beta subunit PrcB	xu_van_16_vs_xu_van_0	-0.62	1	1	0
Rv2110c	prcB	Proteasome beta subunit PrcB; assembles with alpha subunit PrcA	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2111c	pup	Prokaryotic ubiquitin-like protein Pup	xu_van_16_vs_xu_van_0	0	1	1	2
Rv2112c	dop	Deamidase of pup Dop	xu_van_16_vs_xu_van_0	0.35	1	1	2
Rv2113	-	Probable integral membrane protein	xu_van_16_vs_xu_van_0	0.07	1	1	3
Rv2114	-	hypothetical protein	xu_van_16_vs_xu_van_0	0	1	1	4
Rv2115c	mpa	Mycobacterial proteasome ATPase Mpa	xu_van_16_vs_xu_van_0	0.57	1	1	0
Rv2116	lppK	Conserved lipoprotein LppK	xu_van_16_vs_xu_van_0	-0.07	1	1	2
Rv2117	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.4	1	1	4
Rv2118c	-	RNA methyltransferase	xu_van_16_vs_xu_van_0	-0.09	1	1	2
Rv2119	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.04	1	1	3
Rv2120c	-	Probable conserved integral membrane protein	xu_van_16_vs_xu_van_0	-0.15	1	1	4
Rv2121c	hisG	ATP phosphoribosyltransferase HisG	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2122c	hisE	Phosphoribosyl-AMP pyrophosphatase HisE	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2123	PPE37	PPE family protein PPE37	xu_van_16_vs_xu_van_0	0.01	1	1	2
Rv2124c	metH	5-methyltetrahydrofolate--homocystein methyltransferase MetH (methionine synthase, vitamin-B12 dependent isozyme) (ms)	xu_van_16_vs_xu_van_0	-0.01	1	1	0
Rv2125	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.13	1	1	4
Rv2126c	PE_PGRS37	PE-PGRS family protein PE_PGRS37	xu_van_16_vs_xu_van_0	-0.09	1	1	2
Rv2127	ansP1	L-asparagine permease AnsP1	xu_van_16_vs_xu_van_0	0.08	1	1	0
Rv2128	-	Conserved transmembrane protein	xu_van_16_vs_xu_van_0	-0.24	1	1	4
Rv2129c	-	Probable oxidoreductase	xu_van_16_vs_xu_van_0	0.11	1	1	3
Rv2130c	mshC	Cysteine:1D-myo-inosityl 2-amino-2-deoxy--D-glucopyranoside ligase MshC	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2131c	cysQ	Monophosphatase CysQ	xu_van_16_vs_xu_van_0	-0.87	0.17122	1	0
Rv2132	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.06	1	1	4
Rv2133c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.17	1	1	4
Rv2134c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.24	1	1	4
Rv2135c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.39	1	1	3
Rv2136c	-	Possible conserved transmembrane protein	xu_van_16_vs_xu_van_0	0.17	1	1	2
Rv2137c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.02	1	1	4
Rv2138	lppL	Probable conserved lipoprotein LppL	xu_van_16_vs_xu_van_0	0.1	1	1	2
Rv2139	pyrD	Probable dihydroorotate dehydrogenase PyrD	xu_van_16_vs_xu_van_0	-0.09	1	1	0
Rv2140c	TB18.6	Conserved protein TB18.6	xu_van_16_vs_xu_van_0	0.72	1	1	3
Rv2141c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.01	1	1	2
Rv2142A	parD2	Possible antitoxin ParD2	xu_van_16_vs_xu_van_0	-0.01	1	1	
Rv2142c	parE2	Possible toxin ParE2	xu_van_16_vs_xu_van_0	0	1	1	3
Rv2143	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.07	1	1	4
Rv2144c	-	Probable transmembrane protein	xu_van_16_vs_xu_van_0	-0.73	1	1	3
Rv2145c	wag31	Diviva family protein Wag31	xu_van_16_vs_xu_van_0	0	1	1	1
Rv2146c	-	Possible conserved transmembrane protein	xu_van_16_vs_xu_van_0	0.28	1	1	4
Rv2147c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.4	1	1	4
Rv2148c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.42	1	1	4
Rv2149c	yfiH	Conserved protein YfiH	xu_van_16_vs_xu_van_0	-0.52	1	1	3
Rv2150c	ftsZ	Cell division protein FtsZ	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2151c	ftsQ	Possible cell division protein FtsQ	xu_van_16_vs_xu_van_0	-0.81	1	1	0
Rv2152c	murC	Probable UDP-N-acetylmuramate-alanine ligase MurC	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2153c	murG	Probable UPD-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol-N-acetylglucosamine transferase MurG	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2154c	ftsW	FtsW-like protein FtsW	xu_van_16_vs_xu_van_0	0.21	1	1	1
Rv2155c	murD	Probable UDP-N-acetylmuramoylalanine-D-glutamate ligase MurD	xu_van_16_vs_xu_van_0	0.04	1	1	0
Rv2156c	murX	Probable phospho-N-acetylmuramoyl-pentappeptidetransferase MurX	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2157c	murF	Probable UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate-D-alanyl-D-alanyl ligase MurF	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2158c	murE	Probable UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase MurE	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2159c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.22	1	1	4
Rv2160A	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.29	1	1	2
Rv2161c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.15	1	1	2
Rv2162c	PE_PGRS38	PE-PGRS family protein PE_PGRS38	xu_van_16_vs_xu_van_0	0.04	1	1	2
Rv2163c	pbpB	Probable penicillin-binding membrane protein PbpB	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2164c	-	Probable conserved proline rich membrane protein	xu_van_16_vs_xu_van_0	0	1	1	4
Rv2165c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-2.94	0.22727	1	3
Rv2166c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.36	1	1	4
Rv2167c	-	Probable transposase	xu_van_16_vs_xu_van_0	0.03	1	1	1
Rv2168c	-	Putative transposase for insertion sequence element IS6110 (fragment)	xu_van_16_vs_xu_van_0	0.06	1	1	1
Rv2169c	-	Probable conserved transmembrane protein	xu_van_16_vs_xu_van_0	-4.28	1	1	4
Rv2170	-	GCN5-related N-acetyltransferase	xu_van_16_vs_xu_van_0	-0.75	0.45938	1	4
Rv2171	lppM	Probable conserved lipoprotein LppM	xu_van_16_vs_xu_van_0	-2.05	0.01137	2	2
Rv2172c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0	1	1	4
Rv2173	idsA2	Probable geranylgeranyl pyrophosphate synthetase IdsA2 (ggppsase) (GGPP synthetase) (geranylgeranyl diphosphate synthase)	xu_van_16_vs_xu_van_0	0.87	0.82141	1	0
Rv2174	mptA	Alpha(1->6)mannosyltransferase Possible conserved integral membrane protein	xu_van_16_vs_xu_van_0	-0.4	1	1	1
Rv2175c	-	Conserved regulatory protein	xu_van_16_vs_xu_van_0	-0.03	1	1	3
Rv2176	pknL	Probable transmembrane serine/threonine-protein kinase L PknL (protein kinase L) (STPK L)	xu_van_16_vs_xu_van_0	-0.31	1	1	1
Rv2177c	-	Possible transposase	xu_van_16_vs_xu_van_0	0.15	1	1	1
Rv2178c	aroG	3-deoxy-D-arabino-heptulosonate 7-phosphate synthase AroG (DAHP synthetase, phenylalanine-repressible)	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2179c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-2.07	0	3	4
Rv2180c	-	Probable conserved integral membrane protein	xu_van_16_vs_xu_van_0	0.07	1	1	3
Rv2181	-	Alpha(1->2)mannosyltransferase	xu_van_16_vs_xu_van_0	0.13	1	1	2
Rv2182c	-	1-acylglycerol-3-phosphate O-acyltransferase	xu_van_16_vs_xu_van_0	0	1	1	2
Rv2183c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.28	1	1	4
Rv2184c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.2	1	1	3
Rv2185c	TB16.3	Conserved protein TB16.3	xu_van_16_vs_xu_van_0	-0.32	1	1	3
Rv2186c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.38	1	1	4
Rv2187	fadD15	Long-chain-fatty-acid-CoA ligase FadD15 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	xu_van_16_vs_xu_van_0	-0.05	1	1	1
Rv2188c	pimB	Mannosyltransferase PimB	xu_van_16_vs_xu_van_0	0	1	1	1
Rv2189c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.13	1	1	4
Rv2190Ac	-		xu_van_16_vs_xu_van_0	-0.11	1	1	
Rv2190c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-2.87	0	3	2
Rv2191	-	hypothetical protein	xu_van_16_vs_xu_van_0	0.08	1	1	2
Rv2192c	trpD	Probable anthranilate phosphoribosyltransferase TrpD	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2193	ctaE	Probable cytochrome C oxidase (subunit III) CtaE	xu_van_16_vs_xu_van_0	-1.83	1	1	0
Rv2194	qcrC	Probable ubiquinol-cytochrome C reductase QcrC (cytochrome C subunit)	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2195	qcrA	Probable rieske iron-sulfur protein QcrA	xu_van_16_vs_xu_van_0	-0.12	1	1	0
Rv2196	qcrB	Probable ubiquinol-cytochrome C reductase QcrB (cytochrome B subunit)	xu_van_16_vs_xu_van_0	-0.26	1	1	0
Rv2197c	-	Probable conserved transmembrane protein	xu_van_16_vs_xu_van_0	-1.92	0	3	4
Rv2198c	mmpS3	Probable conserved membrane protein MmpS3	xu_van_16_vs_xu_van_0	-3.61	0	3	2
Rv2199c	-	Possible conserved integral membrane protein	xu_van_16_vs_xu_van_0	0.04	1	1	3
Rv2200c	ctaC	Probable transmembrane cytochrome C oxidase (subunit II) CtaC	xu_van_16_vs_xu_van_0	0.01	1	1	0
Rv2201	asnB	Probable asparagine synthetase AsnB	xu_van_16_vs_xu_van_0	-0.32	1	1	0
Rv2202c	adoK	Adenosine kinase	xu_van_16_vs_xu_van_0	0	1	1	0
Rv2203	-	Possible conserved membrane protein	xu_van_16_vs_xu_van_0	-1.42	0.53707	1	4
Rv2204c	-	hypothetical protein	xu_van_16_vs_xu_van_0	0	1	1	4
Rv2205c	-	hypothetical protein	xu_van_16_vs_xu_van_0	-0.22	1	1	3
